student_id,theta,alpha,phi,s,g,tau,h
8562,0.868,0.168,0.22,0.104,0.173,0.797,0.526
8563,0.749,0.212,0.021,0.146,0.021,0.572,0.629
8564,0.832,0.101,0.144,0.17,0.094,0.823,0.633
8565,0.776,0.312,0.199,0.054,0.039,0.557,0.232
8566,0.949,0.37,0.053,0.071,0.144,0.628,0.456
8567,0.744,0.14,0.083,0.039,0.034,1.777,0.523
8568,0.483,0.182,0.132,0.112,0.177,0.551,0.972
8569,0.633,0.073,0.228,0.064,0.023,1.354,0.313
8570,0.507,0.392,0.122,0.064,0.123,1.374,0.055
8571,0.732,0.256,0.454,0.119,0.15,1.586,0.756
8572,0.529,0.503,0.232,0.049,0.16,1.871,0.873
8573,0.723,0.038,0.26,0.188,0.153,1.177,0.676
8574,0.762,0.256,0.454,0.18,0.114,1.896,0.098
8575,0.769,0.446,0.118,0.065,0.125,0.687,0.851
8576,0.389,0.387,0.175,0.178,0.128,0.879,0.858
8577,0.942,0.199,0.225,0.189,0.159,1.173,0.566
8578,0.73,0.424,0.45,0.172,0.19,1.614,0.524
8579,0.591,0.234,0.108,0.059,0.073,1.499,0.728
8580,0.866,0.311,0.118,0.118,0.141,1.193,0.981
8581,0.531,0.327,0.197,0.089,0.095,1.747,0.376
8582,0.657,0.439,0.173,0.162,0.004,1.039,0.796
8583,0.711,0.354,0.374,0.141,0.013,0.77,0.566
8584,0.687,0.221,0.108,0.117,0.024,0.66,0.334
8585,0.608,0.295,0.387,0.107,0.166,1.614,0.562
8586,0.645,0.215,0.208,0.135,0.164,1.609,0.349
8587,0.801,0.438,0.163,0.092,0.059,1.513,0.147
8588,0.396,0.244,0.256,0.139,0.011,0.68,0.043
8589,0.532,0.32,0.156,0.189,0.185,1.308,0.231
8590,0.84,0.243,0.09,0.036,0.137,1.425,0.037
8591,0.503,0.37,0.124,0.019,0.165,1.938,0.075
8592,0.557,0.185,0.056,0.1,0.108,1.864,0.109
8593,0.825,0.436,0.094,0.105,0.1,1.738,0.19
8594,0.574,0.478,0.377,0.182,0.052,1.716,0.497
8595,0.663,0.255,0.245,0.024,0.018,1.558,0.723
8596,0.529,0.535,0.179,0.104,0.026,1.792,0.788
8597,0.721,0.068,0.338,0.069,0.148,0.908,0.581
8598,0.773,0.269,0.117,0.081,0.16,1.733,0.463
8599,0.675,0.709,0.014,0.173,0.178,1.445,0.346
8600,0.446,0.213,0.143,0.11,0.065,1.899,0.049
8601,0.83,0.214,0.486,0.032,0.092,1.297,0.234
8602,0.554,0.036,0.296,0.085,0.101,1.747,0.252
8603,0.744,0.348,0.193,0.062,0.086,0.671,0.284
8604,0.74,0.327,0.132,0.191,0.115,1.058,0.131
8605,0.682,0.207,0.27,0.085,0.155,0.85,0.608
8606,0.502,0.118,0.139,0.079,0.088,0.76,0.542
8607,0.503,0.25,0.165,0.14,0.1,1.809,0.47
8608,0.634,0.175,0.126,0.129,0.167,1.935,0.702
8609,0.655,0.534,0.387,0.077,0.069,1.089,0.864
8610,0.427,0.283,0.089,0.002,0.047,1.694,0.438
8611,0.392,0.427,0.195,0.128,0.079,1.795,0.034
8612,0.8,0.213,0.352,0.114,0.19,1.22,0.042
8613,0.528,0.121,0.032,0.076,0.074,1.69,0.37
8614,0.508,0.201,0.414,0.095,0.015,1.821,0.919
8615,0.898,0.197,0.081,0.135,0.092,1.618,0.621
8616,0.661,0.336,0.395,0.103,0.16,1.91,0.721
8617,0.618,0.326,0.232,0.128,0.02,0.693,0.35
8618,0.342,0.066,0.097,0.023,0.171,0.566,0.675
8619,0.677,0.536,0.14,0.126,0.104,0.917,0.719
8620,0.684,0.104,0.159,0.031,0.064,1.831,0.71
8621,0.627,0.228,0.032,0.05,0.177,0.868,0.724
8622,0.289,0.251,0.346,0.019,0.061,1.034,0.307
8623,0.671,0.247,0.483,0.162,0.04,1.989,0.522
8624,0.652,0.177,0.064,0.077,0.182,1.688,0.691
8625,0.632,0.117,0.236,0.013,0.111,0.736,0.76
8626,0.583,0.045,0.383,0.07,0.12,1.054,0.683
8627,0.476,0.225,0.265,0.144,0.161,1.432,0.091
8628,0.471,0.476,0.345,0.104,0.156,1.956,0.739
8629,0.354,0.15,0.029,0.052,0.034,1.827,0.82
8630,0.784,0.13,0.06,0.186,0.198,0.978,0.252
8631,0.573,0.393,0.196,0.031,0.0,1.519,0.885
8632,0.702,0.041,0.339,0.043,0.193,1.802,0.487
8633,0.604,0.18,0.221,0.026,0.034,1.821,0.564
8634,0.814,0.22,0.07,0.007,0.065,0.827,0.851
8635,0.466,0.346,0.05,0.055,0.149,1.983,0.206
8636,0.503,0.124,0.1,0.174,0.082,1.599,0.659
8637,0.642,0.144,0.106,0.125,0.123,1.168,0.532
8638,0.388,0.523,0.26,0.03,0.162,1.918,0.032
8639,0.745,0.166,0.264,0.013,0.077,0.802,0.825
8640,0.467,0.39,0.345,0.116,0.15,0.796,0.819
8641,0.725,0.481,0.218,0.104,0.069,1.728,0.487
8642,0.787,0.055,0.206,0.024,0.085,0.852,0.223
8643,0.501,0.29,0.323,0.076,0.057,0.809,0.495
8644,0.427,0.099,0.276,0.052,0.145,0.533,0.323
8645,0.458,0.129,0.388,0.188,0.194,1.132,0.043
8646,0.67,0.046,0.259,0.096,0.099,1.749,0.338
8647,0.576,0.67,0.164,0.061,0.113,1.348,0.448
8648,0.755,0.079,0.18,0.177,0.117,1.208,0.824
8649,0.285,0.236,0.02,0.02,0.047,0.544,0.526
8650,0.574,0.161,0.05,0.107,0.038,1.006,0.278
8651,0.815,0.235,0.06,0.176,0.148,0.718,0.334
8652,0.483,0.082,0.319,0.04,0.102,1.679,0.815
8653,0.814,0.247,0.075,0.014,0.145,1.526,0.617
8654,0.877,0.2,0.208,0.139,0.149,1.913,0.871
8655,0.676,0.147,0.181,0.084,0.027,1.484,0.761
8656,0.825,0.569,0.062,0.052,0.177,1.835,0.28
8657,0.395,0.282,0.381,0.041,0.02,0.684,0.332
8658,0.602,0.324,0.141,0.014,0.164,1.758,0.803
8659,0.47,0.272,0.033,0.048,0.11,0.778,0.913
8660,0.478,0.748,0.171,0.121,0.052,1.458,0.45
8661,0.452,0.381,0.278,0.033,0.053,1.112,0.081
8662,0.71,0.516,0.157,0.158,0.019,0.598,0.038
8663,0.781,0.156,0.199,0.069,0.042,0.717,0.952
8664,0.311,0.179,0.175,0.118,0.135,1.183,0.749
8665,0.796,0.157,0.235,0.05,0.049,1.104,0.526
8666,0.756,0.186,0.699,0.124,0.19,1.951,0.707
8667,0.635,0.468,0.432,0.087,0.002,0.631,0.049
8668,0.367,0.074,0.184,0.015,0.017,1.629,0.571
8669,0.305,0.35,0.311,0.149,0.075,1.792,0.722
8670,0.65,0.393,0.172,0.158,0.119,1.92,0.74
8671,0.452,0.307,0.294,0.148,0.006,1.685,0.343
8672,0.528,0.464,0.017,0.129,0.087,1.76,0.34
8673,0.702,0.209,0.535,0.167,0.022,1.508,0.759
8674,0.584,0.116,0.048,0.188,0.157,0.627,0.646
8675,0.751,0.098,0.111,0.06,0.16,0.606,0.84
8676,0.803,0.085,0.365,0.105,0.045,0.862,0.432
8677,0.719,0.099,0.204,0.035,0.187,0.589,0.963
8678,0.757,0.368,0.139,0.018,0.188,1.119,0.746
8679,0.856,0.231,0.203,0.073,0.171,1.019,0.524
8680,0.449,0.326,0.177,0.079,0.128,0.641,0.894
8681,0.278,0.232,0.399,0.024,0.175,1.98,0.868
8682,0.657,0.043,0.215,0.019,0.11,0.585,0.354
8683,0.632,0.241,0.127,0.043,0.055,1.323,0.331
8684,0.679,0.313,0.277,0.036,0.141,0.546,0.189
8685,0.61,0.431,0.175,0.07,0.052,1.521,0.241
8686,0.781,0.507,0.323,0.119,0.172,1.475,0.468
8687,0.334,0.241,0.093,0.097,0.186,1.062,0.63
8688,0.841,0.435,0.231,0.089,0.075,0.509,0.357
8689,0.676,0.07,0.085,0.089,0.179,0.743,0.539
8690,0.591,0.077,0.257,0.071,0.132,0.991,0.389
8691,0.461,0.473,0.413,0.021,0.043,0.544,0.216
8692,0.652,0.286,0.085,0.189,0.094,1.523,0.163
8693,0.449,0.124,0.434,0.08,0.182,1.81,0.21
8694,0.677,0.197,0.088,0.194,0.12,0.585,0.348
8695,0.161,0.238,0.076,0.011,0.11,1.269,0.544
8696,0.847,0.168,0.316,0.013,0.183,1.425,0.545
8697,0.798,0.319,0.114,0.078,0.196,1.192,0.911
8698,0.586,0.481,0.151,0.129,0.052,0.636,0.723
8699,0.397,0.115,0.215,0.183,0.104,1.429,0.96
8700,0.748,0.351,0.448,0.095,0.027,1.558,0.103
8701,0.421,0.29,0.191,0.133,0.06,0.502,0.269
8702,0.661,0.365,0.024,0.198,0.006,1.876,0.112
8703,0.499,0.291,0.467,0.127,0.135,1.797,0.097
8704,0.669,0.238,0.097,0.119,0.194,1.567,0.52
8705,0.758,0.386,0.237,0.194,0.012,1.441,0.43
8706,0.687,0.385,0.274,0.063,0.019,1.18,0.688
8707,0.282,0.168,0.088,0.063,0.054,1.741,0.759
8708,0.7,0.221,0.363,0.177,0.109,1.342,0.28
8709,0.683,0.116,0.091,0.053,0.193,1.121,0.481
8710,0.794,0.348,0.131,0.185,0.079,1.472,0.001
8711,0.549,0.574,0.109,0.083,0.157,0.881,0.602
8712,0.742,0.262,0.113,0.053,0.029,1.351,0.339
8713,0.751,0.215,0.141,0.015,0.158,0.566,0.007
8714,0.691,0.206,0.154,0.114,0.169,1.363,0.685
8715,0.549,0.213,0.412,0.062,0.123,0.707,0.291
8716,0.652,0.377,0.28,0.169,0.088,1.694,0.761
8717,0.816,0.235,0.263,0.099,0.147,1.524,0.32
8718,0.853,0.703,0.221,0.091,0.147,0.881,0.354
8719,0.55,0.123,0.332,0.113,0.101,0.68,0.123
8720,0.516,0.109,0.076,0.163,0.119,0.988,0.234
8721,0.746,0.279,0.039,0.092,0.083,1.05,0.652
8722,0.252,0.301,0.331,0.12,0.135,1.14,0.593
8723,0.535,0.1,0.32,0.1,0.101,1.926,0.047
8724,0.467,0.333,0.091,0.138,0.084,1.275,0.393
8725,0.646,0.221,0.376,0.016,0.084,0.751,0.984
8726,0.658,0.191,0.153,0.054,0.184,0.608,0.801
8727,0.481,0.4,0.163,0.168,0.124,0.869,0.036
8728,0.723,0.403,0.358,0.055,0.133,1.903,0.947
8729,0.831,0.466,0.098,0.061,0.009,1.831,0.696
8730,0.789,0.29,0.23,0.017,0.187,0.531,0.601
8731,0.725,0.712,0.257,0.117,0.143,0.553,0.112
8732,0.799,0.598,0.154,0.077,0.005,1.92,0.803
8733,0.951,0.394,0.313,0.081,0.045,1.081,0.264
8734,0.527,0.439,0.338,0.195,0.064,0.749,0.808
8735,0.895,0.391,0.108,0.074,0.173,0.875,0.436
8736,0.751,0.194,0.189,0.017,0.122,1.922,0.216
8737,0.641,0.18,0.174,0.014,0.112,1.414,0.845
8738,0.68,0.214,0.076,0.066,0.127,1.664,0.7
8739,0.895,0.233,0.095,0.078,0.17,1.578,0.42
8740,0.586,0.315,0.093,0.071,0.2,1.149,0.292
8741,0.749,0.152,0.454,0.15,0.114,0.576,0.159
8742,0.232,0.374,0.033,0.073,0.009,1.271,0.585
8743,0.446,0.38,0.131,0.062,0.194,0.984,0.886
8744,0.565,0.495,0.541,0.104,0.139,0.632,0.084
8745,0.712,0.082,0.195,0.176,0.149,1.077,0.504
8746,0.443,0.46,0.344,0.079,0.188,1.436,0.538
8747,0.928,0.28,0.244,0.151,0.105,1.811,0.366
8748,0.816,0.155,0.144,0.153,0.14,1.36,0.467
8749,0.782,0.125,0.096,0.085,0.176,1.149,0.46
8750,0.3,0.171,0.183,0.158,0.055,1.324,0.249
8751,0.782,0.124,0.099,0.166,0.124,1.541,0.564
8752,0.645,0.321,0.316,0.041,0.165,0.924,0.222
8753,0.341,0.377,0.398,0.152,0.025,1.879,0.852
8754,0.655,0.32,0.048,0.18,0.171,0.808,0.374
8755,0.715,0.201,0.266,0.111,0.153,1.255,0.772
8756,0.561,0.292,0.082,0.182,0.12,1.391,0.845
8757,0.402,0.277,0.116,0.19,0.179,0.747,0.83
8758,0.366,0.257,0.169,0.082,0.004,1.616,0.735
8759,0.576,0.221,0.187,0.169,0.011,1.153,0.453
8760,0.572,0.077,0.097,0.036,0.138,1.72,0.746
8761,0.785,0.337,0.462,0.054,0.099,1.948,0.061
8762,0.705,0.037,0.452,0.124,0.062,1.365,0.981
8763,0.645,0.203,0.437,0.087,0.051,0.588,0.951
8764,0.288,0.411,0.055,0.082,0.085,1.429,0.791
8765,0.667,0.12,0.365,0.084,0.062,0.595,0.68
8766,0.588,0.722,0.098,0.138,0.126,1.04,0.216
8767,0.58,0.18,0.087,0.035,0.093,1.13,0.353
8768,0.733,0.183,0.057,0.123,0.197,1.263,0.205
8769,0.79,0.131,0.036,0.164,0.042,0.513,0.584
8770,0.699,0.355,0.443,0.136,0.026,0.928,0.304
8771,0.362,0.32,0.136,0.075,0.102,0.959,0.746
8772,0.821,0.44,0.172,0.136,0.103,1.03,0.376
8773,0.748,0.472,0.214,0.105,0.006,1.436,0.053
8774,0.58,0.526,0.321,0.012,0.017,1.94,0.655
8775,0.554,0.237,0.273,0.19,0.015,1.546,0.238
8776,0.783,0.213,0.209,0.045,0.124,1.978,0.463
8777,0.789,0.473,0.124,0.08,0.038,1.169,0.377
8778,0.759,0.402,0.119,0.117,0.088,0.998,0.655
8779,0.516,0.29,0.258,0.178,0.021,1.09,0.173
8780,0.571,0.367,0.071,0.15,0.047,0.563,0.714
8781,0.225,0.365,0.224,0.015,0.139,0.632,0.043
8782,0.741,0.434,0.216,0.166,0.192,0.88,0.136
8783,0.828,0.778,0.128,0.125,0.035,0.931,0.641
8784,0.697,0.116,0.032,0.125,0.18,0.922,0.458
8785,0.896,0.135,0.498,0.059,0.16,0.511,0.115
8786,0.772,0.487,0.267,0.137,0.084,1.068,0.57
8787,0.859,0.145,0.138,0.139,0.055,1.886,0.645
8788,0.807,0.01,0.08,0.026,0.198,0.652,0.089
8789,0.912,0.434,0.142,0.155,0.075,1.47,0.799
8790,0.912,0.226,0.124,0.18,0.064,1.357,0.181
8791,0.516,0.316,0.131,0.156,0.1,0.57,0.031
8792,0.7,0.436,0.036,0.138,0.045,1.747,0.096
8793,0.518,0.072,0.181,0.091,0.146,1.624,0.579
8794,0.491,0.111,0.168,0.026,0.066,0.93,0.048
8795,0.725,0.182,0.154,0.133,0.082,0.698,0.469
8796,0.478,0.276,0.286,0.155,0.126,1.099,0.398
8797,0.547,0.189,0.198,0.102,0.132,0.969,0.216
8798,0.531,0.484,0.123,0.04,0.082,1.444,0.634
8799,0.688,0.441,0.157,0.14,0.026,1.364,0.141
8800,0.668,0.344,0.122,0.074,0.167,1.664,0.167
8801,0.381,0.263,0.197,0.192,0.154,1.344,0.898
8802,0.542,0.175,0.385,0.178,0.057,1.253,0.315
8803,0.432,0.674,0.086,0.096,0.004,1.485,0.588
8804,0.474,0.538,0.335,0.082,0.16,0.793,0.574
8805,0.571,0.358,0.076,0.142,0.155,1.31,0.805
8806,0.603,0.088,0.053,0.181,0.095,1.372,0.368
8807,0.639,0.502,0.081,0.1,0.153,0.949,0.588
8808,0.67,0.274,0.036,0.1,0.169,1.02,0.625
8809,0.582,0.155,0.183,0.139,0.145,1.448,0.722
8810,0.683,0.075,0.293,0.133,0.166,0.967,0.779
8811,0.48,0.225,0.091,0.119,0.034,0.982,0.099
8812,0.716,0.507,0.138,0.117,0.045,1.236,0.224
8813,0.664,0.122,0.264,0.035,0.096,1.922,0.325
8814,0.592,0.451,0.225,0.054,0.14,1.962,0.463
8815,0.602,0.419,0.124,0.196,0.024,0.509,0.106
8816,0.714,0.229,0.144,0.18,0.141,0.596,0.756
8817,0.633,0.515,0.211,0.067,0.078,1.106,0.727
8818,0.344,0.379,0.232,0.194,0.182,0.964,0.918
8819,0.485,0.192,0.224,0.053,0.04,1.208,0.559
8820,0.654,0.224,0.334,0.112,0.099,1.815,0.295
8821,0.479,0.178,0.109,0.175,0.06,1.256,0.216
8822,0.653,0.405,0.102,0.007,0.171,1.778,0.88
8823,0.264,0.528,0.077,0.097,0.037,0.921,0.299
8824,0.558,0.118,0.387,0.116,0.112,1.036,0.711
8825,0.338,0.214,0.115,0.156,0.164,1.125,0.032
8826,0.562,0.276,0.236,0.059,0.084,1.911,0.171
8827,0.648,0.028,0.145,0.124,0.051,0.61,0.251
8828,0.722,0.055,0.422,0.154,0.162,1.665,0.336
8829,0.748,0.569,0.198,0.176,0.049,0.75,0.129
8830,0.556,0.326,0.542,0.091,0.026,0.959,0.977
8831,0.647,0.153,0.065,0.099,0.081,1.664,0.034
8832,0.659,0.19,0.173,0.19,0.085,1.887,0.372
8833,0.488,0.436,0.247,0.188,0.194,1.556,0.809
8834,0.576,0.276,0.228,0.082,0.156,1.947,0.046
8835,0.472,0.11,0.366,0.009,0.066,0.955,0.963
8836,0.424,0.041,0.161,0.139,0.047,1.09,0.351
8837,0.845,0.247,0.247,0.041,0.145,1.111,0.166
8838,0.61,0.32,0.245,0.174,0.05,1.651,0.342
8839,0.824,0.207,0.117,0.179,0.102,0.895,0.781
8840,0.847,0.571,0.343,0.009,0.042,1.93,0.817
8841,0.576,0.284,0.144,0.168,0.122,0.705,0.474
8842,0.85,0.448,0.226,0.16,0.007,0.982,0.513
8843,0.756,0.756,0.216,0.103,0.12,1.875,0.781
8844,0.864,0.245,0.041,0.107,0.198,0.571,0.668
8845,0.619,0.116,0.123,0.12,0.043,1.436,0.696
8846,0.627,0.177,0.199,0.084,0.132,1.051,0.813
8847,0.749,0.28,0.046,0.143,0.136,1.301,0.071
8848,0.727,0.255,0.098,0.156,0.058,1.556,0.148
8849,0.648,0.294,0.327,0.113,0.176,1.197,0.81
8850,0.713,0.296,0.231,0.104,0.075,1.334,0.362
8851,0.321,0.221,0.45,0.151,0.015,0.964,0.962
8852,0.779,0.356,0.206,0.142,0.153,0.961,0.65
8853,0.399,0.078,0.138,0.106,0.18,0.87,0.764
8854,0.312,0.035,0.07,0.065,0.116,0.803,0.049
8855,0.706,0.077,0.585,0.12,0.059,0.897,0.513
8856,0.569,0.161,0.114,0.133,0.127,1.86,0.517
8857,0.629,0.339,0.197,0.131,0.061,1.519,0.787
8858,0.451,0.143,0.31,0.072,0.109,0.625,0.803
8859,0.506,0.357,0.176,0.076,0.174,1.997,0.65
8860,0.858,0.497,0.253,0.112,0.114,1.053,0.269
8861,0.498,0.311,0.254,0.165,0.142,1.502,0.671
8862,0.64,0.221,0.249,0.078,0.126,0.878,0.654
8863,0.605,0.542,0.16,0.052,0.001,1.426,0.246
8864,0.606,0.398,0.207,0.067,0.105,1.573,0.351
8865,0.667,0.192,0.394,0.05,0.186,1.616,0.403
8866,0.864,0.517,0.412,0.104,0.19,1.754,0.035
8867,0.57,0.299,0.038,0.022,0.105,0.995,0.737
8868,0.781,0.144,0.084,0.178,0.055,0.71,0.3
8869,0.5,0.455,0.09,0.018,0.069,1.886,0.725
8870,0.82,0.121,0.026,0.003,0.031,1.231,0.231
8871,0.838,0.39,0.062,0.132,0.079,0.574,0.856
8872,0.808,0.074,0.263,0.112,0.02,1.884,0.655
8873,0.62,0.03,0.163,0.125,0.044,1.713,0.921
8874,0.677,0.251,0.161,0.144,0.155,0.885,0.086
8875,0.773,0.388,0.146,0.004,0.014,1.042,0.171
8876,0.534,0.576,0.101,0.196,0.049,0.935,0.005
8877,0.524,0.337,0.507,0.127,0.096,1.825,0.744
8878,0.828,0.186,0.144,0.192,0.018,0.638,0.816
8879,0.521,0.293,0.31,0.119,0.014,1.445,0.122
8880,0.844,0.098,0.147,0.187,0.123,1.799,0.278
8881,0.697,0.07,0.224,0.0,0.171,1.458,0.988
8882,0.627,0.522,0.178,0.005,0.095,1.02,0.217
8883,0.675,0.753,0.013,0.003,0.13,1.393,0.952
8884,0.52,0.314,0.201,0.147,0.054,1.547,0.49
8885,0.277,0.403,0.162,0.104,0.133,1.257,0.406
8886,0.547,0.157,0.068,0.148,0.104,0.858,0.816
8887,0.709,0.313,0.14,0.136,0.158,1.047,0.368
8888,0.65,0.086,0.236,0.05,0.031,1.59,0.715
8889,0.729,0.574,0.152,0.119,0.074,1.916,0.309
8890,0.635,0.383,0.217,0.044,0.135,0.983,0.238
8891,0.658,0.104,0.07,0.046,0.075,1.479,0.025
8892,0.813,0.522,0.209,0.092,0.033,1.016,0.885
8893,0.721,0.264,0.146,0.148,0.024,1.191,0.067
8894,0.856,0.301,0.082,0.003,0.036,1.003,0.898
8895,0.686,0.004,0.248,0.107,0.099,1.589,0.704
8896,0.585,0.309,0.117,0.144,0.056,1.804,0.631
8897,0.672,0.092,0.184,0.033,0.157,1.078,0.824
8898,0.591,0.126,0.415,0.108,0.166,1.783,0.394
8899,0.637,0.106,0.124,0.195,0.036,1.054,0.457
8900,0.55,0.151,0.218,0.149,0.013,1.92,0.769
8901,0.763,0.215,0.019,0.146,0.181,0.784,0.34
8902,0.559,0.406,0.178,0.118,0.189,1.93,0.116
8903,0.663,0.465,0.174,0.144,0.019,0.931,0.868
8904,0.635,0.19,0.256,0.066,0.166,0.629,0.819
8905,0.626,0.041,0.119,0.109,0.023,1.876,0.345
8906,0.647,0.462,0.089,0.026,0.141,1.305,0.991
8907,0.745,0.286,0.097,0.195,0.053,1.964,0.68
8908,0.555,0.162,0.294,0.194,0.152,0.83,0.224
8909,0.517,0.13,0.118,0.185,0.198,1.089,0.849
8910,0.418,0.405,0.515,0.198,0.176,1.339,0.127
8911,0.673,0.308,0.06,0.134,0.02,1.43,0.354
8912,0.452,0.168,0.294,0.078,0.095,1.362,0.555
8913,0.53,0.381,0.221,0.189,0.091,1.074,0.321
8914,0.602,0.229,0.302,0.019,0.098,1.875,0.196
8915,0.489,0.11,0.119,0.082,0.024,0.888,0.832
8916,0.474,0.105,0.358,0.031,0.195,1.932,0.205
8917,0.453,0.038,0.254,0.037,0.03,1.241,0.705
8918,0.594,0.04,0.099,0.025,0.106,1.126,0.01
8919,0.462,0.152,0.092,0.056,0.137,1.479,0.432
8920,0.401,0.299,0.165,0.186,0.022,1.968,0.779
8921,0.498,0.194,0.273,0.116,0.059,1.198,0.478
8922,0.549,0.52,0.159,0.193,0.177,1.512,0.186
8923,0.386,0.375,0.423,0.121,0.077,1.887,0.33
8924,0.201,0.086,0.224,0.064,0.182,0.773,0.215
8925,0.54,0.376,0.152,0.163,0.168,1.293,0.507
8926,0.875,0.357,0.048,0.182,0.158,1.454,0.93
8927,0.512,0.258,0.023,0.144,0.177,1.368,0.571
8928,0.727,0.223,0.118,0.122,0.026,1.054,0.469
8929,0.647,0.123,0.202,0.07,0.048,0.589,0.844
8930,0.773,0.33,0.248,0.09,0.018,0.622,0.874
8931,0.361,0.15,0.16,0.128,0.161,1.25,0.417
8932,0.894,0.665,0.314,0.037,0.19,1.804,0.111
8933,0.726,0.607,0.028,0.115,0.06,1.643,0.743
8934,0.659,0.26,0.066,0.153,0.113,0.698,0.822
8935,0.752,0.279,0.186,0.009,0.189,1.386,0.341
8936,0.472,0.243,0.207,0.102,0.063,1.734,0.01
8937,0.944,0.172,0.139,0.103,0.015,0.97,0.529
8938,0.886,0.207,0.068,0.04,0.186,1.526,0.896
8939,0.571,0.612,0.31,0.105,0.108,1.863,0.224
8940,0.757,0.24,0.101,0.014,0.115,0.535,0.908
8941,0.602,0.549,0.282,0.116,0.029,1.463,0.114
8942,0.772,0.791,0.278,0.121,0.118,0.557,0.457
8943,0.443,0.309,0.134,0.02,0.041,1.227,0.339
8944,0.702,0.37,0.152,0.048,0.163,1.345,0.598
8945,0.381,0.234,0.094,0.1,0.014,1.656,0.615
8946,0.793,0.114,0.382,0.009,0.098,1.755,0.877
8947,0.77,0.3,0.126,0.033,0.137,0.848,0.102
8948,0.76,0.271,0.168,0.101,0.165,1.23,0.055
8949,0.793,0.366,0.251,0.089,0.098,1.373,0.019
8950,0.743,0.109,0.109,0.159,0.022,0.774,0.473
8951,0.375,0.267,0.287,0.001,0.025,1.618,0.5
8952,0.792,0.259,0.301,0.121,0.121,1.496,0.072
8953,0.753,0.605,0.197,0.121,0.089,0.747,0.994
8954,0.453,0.157,0.092,0.084,0.17,1.08,0.672
8955,0.86,0.731,0.297,0.012,0.076,1.135,0.802
8956,0.599,0.407,0.276,0.194,0.047,0.831,0.082
8957,0.438,0.123,0.083,0.056,0.198,1.512,0.048
8958,0.348,0.222,0.284,0.008,0.039,1.808,0.182
8959,0.751,0.371,0.23,0.16,0.075,0.737,0.663
8960,0.503,0.377,0.246,0.096,0.106,1.094,0.742
8961,0.203,0.676,0.109,0.13,0.093,1.904,0.717
8962,0.432,0.111,0.128,0.091,0.167,0.648,0.37
8963,0.403,0.262,0.169,0.15,0.022,1.019,0.665
8964,0.716,0.287,0.157,0.096,0.129,1.749,0.976
8965,0.902,0.297,0.094,0.028,0.199,0.995,0.502
8966,0.561,0.284,0.061,0.086,0.184,1.543,0.192
8967,0.534,0.123,0.089,0.144,0.17,1.351,0.67
8968,0.67,0.056,0.287,0.086,0.165,1.07,0.09
8969,0.535,0.315,0.091,0.168,0.057,1.019,0.464
8970,0.566,0.503,0.053,0.016,0.059,1.43,0.253
8971,0.749,0.375,0.145,0.087,0.067,1.669,0.807
8972,0.706,0.311,0.245,0.087,0.019,1.725,0.173
8973,0.613,0.133,0.356,0.095,0.056,0.87,0.603
8974,0.633,0.266,0.292,0.16,0.006,1.833,0.583
8975,0.621,0.472,0.248,0.039,0.157,1.312,0.728
8976,0.33,0.097,0.101,0.057,0.111,0.794,0.521
8977,0.645,0.045,0.112,0.096,0.183,1.216,0.768
8978,0.253,0.142,0.216,0.117,0.057,1.099,0.316
8979,0.791,0.152,0.243,0.143,0.155,0.921,0.832
8980,0.56,0.074,0.163,0.112,0.195,1.499,0.815
8981,0.615,0.407,0.159,0.06,0.017,1.489,0.903
8982,0.406,0.27,0.241,0.153,0.133,0.93,0.407
8983,0.37,0.112,0.297,0.029,0.148,1.909,0.328
8984,0.831,0.148,0.071,0.148,0.059,0.889,0.108
8985,0.634,0.222,0.186,0.11,0.066,1.309,0.405
8986,0.618,0.307,0.111,0.021,0.157,0.61,0.368
8987,0.812,0.312,0.319,0.153,0.181,0.63,0.36
8988,0.657,0.208,0.053,0.094,0.024,0.926,0.748
8989,0.701,0.253,0.184,0.06,0.181,0.685,0.295
8990,0.601,0.126,0.145,0.028,0.021,1.232,0.441
8991,0.82,0.038,0.288,0.003,0.13,1.707,0.32
8992,0.435,0.273,0.244,0.068,0.001,1.261,0.685
8993,0.666,0.347,0.459,0.19,0.117,0.892,0.779
8994,0.249,0.292,0.161,0.115,0.048,1.746,0.394
8995,0.519,0.273,0.404,0.026,0.103,1.318,0.82
8996,0.823,0.219,0.149,0.07,0.139,1.833,0.033
8997,0.648,0.495,0.119,0.059,0.117,1.626,0.12
8998,0.744,0.037,0.48,0.109,0.121,0.582,0.123
8999,0.657,0.284,0.07,0.095,0.114,1.749,0.321
9000,0.672,0.334,0.084,0.182,0.197,1.91,0.136
9001,0.598,0.149,0.276,0.096,0.041,1.597,0.618
9002,0.73,0.712,0.054,0.125,0.055,1.478,0.548
9003,0.501,0.386,0.228,0.062,0.074,0.9,0.61
9004,0.686,0.133,0.135,0.15,0.004,1.797,0.524
9005,0.637,0.372,0.133,0.025,0.155,1.064,0.209
9006,0.518,0.315,0.142,0.042,0.096,1.945,0.557
9007,0.744,0.14,0.15,0.069,0.195,1.042,0.87
9008,0.558,0.158,0.218,0.087,0.022,1.477,0.334
9009,0.602,0.355,0.086,0.147,0.105,1.648,0.962
9010,0.741,0.197,0.35,0.196,0.041,0.806,0.791
9011,0.565,0.204,0.117,0.172,0.126,1.248,0.87
